Case Status,Legislation,Case Reference,Received Date,Received FY,Received FY Month,Received Qtr,Completed Date,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Decision Primary Reason,Submitted About Account,Decision,Decision Detail1,Decision Detail2
Completed,Hybrid,IC-149946-P2F8,12/01/2022,2021/22,10-Jan,Q4,01/04/2022,2022/23,Q1,01-Apr,Land or property services,Unassigned,Art 17(1) - Right to erasure,Zoopla Limited,No Further Action,Not information rights,Not DP
Completed,Hybrid,IC-139456-P7H8,08/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Charitable and voluntary,Local charities,Art 15(3)(1) - Provide a copy of the personal data,Amicus Trust Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150671-Z8X9,17/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Higher education,Art 15 - Right of access,Anglia Ruskin University Higher Education Corporation,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151783-D1X4,20/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Careers Service,Art 6 - Lawfulness of processing,Annapurna HR limited,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-148252-K8F6,30/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Banks and Building Societies,Art 5(1)(d) - Accuracy principle,Barclaycard,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-152702-F6H3,27/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,"Nursery, playgroups and After School club",Art 15(3)(1) - Provide a copy of the personal data,Bradleys Childcare Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-149475-P2S0,11/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 15(3)(1) - Provide a copy of the personal data,British Gas Trading Limited,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-150741-Z4T8,17/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Religious,Religious organisations,Art 17 - Right to erasure,Catholic Truth Scotland,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-139884-R1W3,10/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Manufacturing,Art 14(1)(e) - Recipient or class of recipient,Chep UK Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-152794-F6W2,28/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Religious,Religious organisations,Art 15(3)(1) - Provide a copy of the personal data,Church of England,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-139795-S2V0,06/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 5 - Principles relating to processing of personal data,City of Edinburgh Council,No Further Action,Not information rights,Not DP
Completed,Hybrid,IC-133264-W6S8,05/10/2021,2021/22,07-Oct,Q3,02/04/2022,2022/23,Q1,01-Apr,Land or property services,Property management,Art 5 - Principles relating to processing of personal data,County Hall Management Company Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-142608-R8D8,15/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Parking,Art 15 - Right of access,CP Plus Limited t/a  GroupNexus,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-138396-B6S8,02/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Land or property services,Estate agency / letting agency,Art 5 - Principles relating to processing of personal data,Cradley Enterprise Centre Limited,No Further Action,No infringement,No action
Completed,Hybrid,IC-138080-W3M0,02/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Local government,District Council,Art 15 - Right of access,Dacorum Borough Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150801-B3W6,17/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Community School,Art 5 - Principles relating to processing of personal data,Devon Local Authority,Informal action taken,Infringement,DP complaint resolved by org
Completed,Hybrid,IC-145003-X5B8,09/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Haulage,Art 5(1)(f) - Integrity and confidentiality principle,DPDgroup UK Ltd,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-148985-N0B0,10/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 5(1)(f) - Integrity and confidentiality principle,E.ON Energy Solutions,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-150979-H8T2,19/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 32 - Security of processing,E.ON Next Energy Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Review Completed,Hybrid,IC-106622-N5H5,03/05/2021,2021/22,02-May,Q1,02/04/2022,2022/23,Q1,01-Apr,Local government,District Council,Art 5(1)(f) - Integrity and confidentiality principle,East Cambridgeshire District Council,No Further Action,No infringement,No action
Completed,Hybrid,IC-152237-C1Z8,25/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Local government,District Council,Art 15 - Right of access,Eden District Council,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-152715-H7Q6,27/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Service providers,Art 5(1)(f) - Integrity and confidentiality principle,EventBank Inc.,Informal action taken,Potential infringement,DP complaint resolved by org
Completed,Hybrid,IC-139879-W6L0,10/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of goods,Art 13 - Information to be provided when collected from DS,Gowrings Mobility Group Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-133776-H6L8,07/10/2021,2021/22,07-Oct,Q3,02/04/2022,2022/23,Q1,01-Apr,Local government,County Council,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",Hampshire County Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-149688-W7Y1,13/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Maintained schools,Art 15 - Right of access,Lanwern High School ,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-148972-R4M9,07/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Regulators,Regulatory Body,Art 5(1)(d) - Accuracy principle,Local Government & Social Care Ombudsman,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150203-N8Y0,13/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15 - Right of access,London Borough Newham,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-151818-G2G5,21/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15 - Right of access,London Borough of Hackney Council,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-147115-Y7B1,21/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Debt collection/tracing,Art 5(1)(d) - Accuracy principle,Lowell Portfolio Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145315-K6T7,11/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Lenders,Art 5(1)(d) - Accuracy principle,Madison CF UK Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151313-B8H2,19/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Regulators,Regulatory Body,Art 15 - Right of access,Multi Operator Self Exclusion Scheme Ltd,No Further Action,No infringement,No action
Completed,Hybrid,IC-144877-W2L9,08/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Banks and Building Societies,Art 15(1)(g) - Source of personal data,N26 Bank Gmbh,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151283-C1N9,19/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Training Company,Art 17 - Right to erasure,NativeCamp,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-148757-B3S2,05/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 15(3)(1) - Provide a copy of the personal data,Neo Energy LTD,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Review Completed,Hybrid,IC-126774-X5T0,31/08/2021,2021/22,05-Aug,Q2,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 16 - Right to rectification,Newcastle City Council,No Further Action,No infringement,Good practice advice provided
Completed,Hybrid,IC-140531-X8X9,14/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of goods,Art 15 - Right of access,Nike Retail BV,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-152467-N3P1,26/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Private schools,Art 17(1) - Right to erasure,Oakham School,No Further Action,No infringement,No action
Review Completed,Hybrid,IC-122520-Y4B0,05/08/2021,2021/22,05-Aug,Q2,02/04/2022,2022/23,Q1,01-Apr,Land or property services,Property management,Art 5(1)(f) - Integrity and confidentiality principle,Oliver Walton Ltd T/A City Rooms,No Further Action,No infringement,No action
Completed,Hybrid,IC-152100-D9N8,24/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 15(3)(1) - Provide a copy of the personal data,OVO Energy Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-138377-R6Z8,02/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Financial services and advice,Art 15(3)(1) - Provide a copy of the personal data,PayPal,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151894-H5R9,21/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Service providers,Art 17 - Right to erasure,Portify Ltd,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-152101-Z6G3,18/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Regulators,Ombudsman,Art 15 - Right of access,Prisons and Probation Ombudsman,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-149515-D3S8,09/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Service providers,Art 21 - Right to object,Reworld Media,No Further Action,No infringement,No action
Completed,Hybrid,IC-147918-Z8W0,20/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Banks and Building Societies,Art 5(1)(f) - Integrity and confidentiality principle,Sainsbury's Bank PLC,No Further Action,No action,Insufficient information to proceed
Review Completed,Hybrid,IC-132776-H0Y1,02/10/2021,2021/22,07-Oct,Q3,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15(3)(1) - Provide a copy of the personal data,Shropshire Council,No Further Action,No infringement,No action
Completed,Hybrid,IC-149535-Y5Z1,10/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Land or property services,Unassigned,Art 5 - Principles relating to processing of personal data,Six Town Housing ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151008-G6K7,19/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 15(3)(1) - Provide a copy of the personal data,SSE Energy Services,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-149193-X1S5,07/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Maintained schools,Art 15(3)(1) - Provide a copy of the personal data,ST. MICHAEL'S SCHOOL,No Further Action,No infringement,No action
Completed,Hybrid,IC-148123-D2Z2,01/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Service providers,Art 32 - Security of processing,Telefonica UK Limited,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Review Completed,Hybrid,IC-129589-Y2X8,15/09/2021,2021/22,06-Sep,Q2,02/04/2022,2022/23,Q1,01-Apr,Land or property services,Estate agency / letting agency,Art 15 - Right of access,The Chancellors Group of Estate Agents Ltd,No Further Action,No infringement,No action
Completed,Hybrid,IC-149909-F7H5,12/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Further education,Art 15 - Right of access,The Mary Ward Settlement,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-140591-W2N7,15/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,Health,General Practitioner,Art 32 - Security of processing,The Symons Medical Centre,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-143058-S1G7,27/11/2021,2021/22,08-Nov,Q3,02/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Credit intermediaries,Art 16 - Right to rectification,TransUnion International UK Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150914-M8Q0,18/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Membership association,Employment and Trade Unions,Art 15 - Right of access,University and College Union (UCU),Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-148898-V4W8,07/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Higher education,Art 15 - Right of access,University of Exeter,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-149577-G2H9,10/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Education and childcare,Higher education,Art 15(3)(1) - Provide a copy of the personal data,University of Portsmouth,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-152847-F2P2,29/01/2022,2021/22,10-Jan,Q4,02/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Service providers,Art 15(3)(1) - Provide a copy of the personal data,Utility Warehouse Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145356-N0Z6,12/12/2021,2021/22,09-Dec,Q3,02/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Aviation,Art 15(3)(1) - Provide a copy of the personal data,Virgin Atlantic Airways Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-133779-L8T8,07/10/2021,2021/22,07-Oct,Q3,02/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)","Art 5(1)(a) - Lawfulness, fairness and transparency principle",Westminster City Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-153096-K7V1,30/01/2022,2021/22,10-Jan,Q4,03/04/2022,2022/23,Q1,01-Apr,Education and childcare,Further education,Art 15(3)(1) - Provide a copy of the personal data,Aylesbury College,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150029-Z8Q4,12/01/2022,2021/22,10-Jan,Q4,03/04/2022,2022/23,Q1,01-Apr,Central Government,Government Department,Art 6 - Lawfulness of processing,HM Revenue and Customs (HMRC),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150155-X2K1,17/01/2022,2021/22,10-Jan,Q4,03/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 6 - Lawfulness of processing,Isle of Anglesey County Council,No Further Action,No action,Insufficient information to proceed
